source_id,brand,source_type,source_name,source_url,archive_url,source_effective_date,accessed_at,primary_or_secondary,source_quality,notes
SRC-CURRENT-LOUIS_VUITTON-US-M11945-42c7a83780,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/speedy-soft-30-crafty-monogram-nvprod5790344v/M11945,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M28426-c421c88a96,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/nano-madeleine-monogram-nvprod7530021v/M28426,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M28613-3999e2c713,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/marelle-monogram-nvprod7890174v/M28613,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M28951-c5ed258b8c,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/squire-pm-monogram-nvprod7310167v/M28951,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M28953-d458cdc847,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/squire-east-west-monogram-nvprod7310168v/M28953,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M29099-954b0c469d,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/multipass-mini-monogram-nvprod7890075v/M29099,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M29537-c13042c7e7,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/nano-frivole-monogram-nvprod7830229v/M29537,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M2A038-0dedf199c0,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/speedy-bandouliere-25-autres-toiles-monogram-nvprod7890058v/M2A038,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M2A078-fe98716eee,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/multipass-monogram-nvprod7770009v/M2A078,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M2A840-edfcd76288,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/multipass-mini-other-leathers-nvprod7890076v/M2A840,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M3A247-9cc49f8dd5,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/multipass-mini-other-leathers-nvprod7890076v/M3A247,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M3A389-aa1bb709e3,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/multipass-mini-nvprod7890081v/M3A389,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M45832-7281cd7ac7,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/boulogne-pm-monogram-nvprod2900152v/M45832,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M46049-43a3c43242,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/diane-monogram-nvprod3400009v/M46049,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M46203-1d208b0781,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/carryall-pm-monogram-nvprod3770016v/M46203,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M46784-1d2c7af79a,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/high-rise-monogram-nvprod4690067v/M46784,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M46987-e23471038d,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/neverfull-mm-monogram-nvprod5350101v/M46987,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M46990-c2e9ee75fa,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/alma-bb-monogram-nvprod5190086v/M46990,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M47031-d7cbff57ef,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/hang-on-monogram-nvprod6720005v/M47031,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-US-M83008-17b632837c,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://us.louisvuitton.com/eng-us/products/liv-pochette-monogram-nvprod5200009v/M83008,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-DI-D01-CURRENT-FR,Dior,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://www.dior.com/fr_fr/fashion/products/M0457CUQW_M900,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-DI-D01-CURRENT-US,Dior,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://www.dior.com/en_us/fashion/products/M0457CUQW_M900,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-DI-D01-FIFTHAVENUE-2023,Dior,historical_secondary_table,Fifth Avenue Girl Dior price increase July 2023,https://fifthavenuegirl.com/dior-price-increase-july-2023/,,2023-07-09,2026-08-16T17:58:39+08:00,secondary,MEDIUM,US Dior Saddle Bag 2022/July 2023 prices; source does not state size/material.
SRC-DI-D01-PURSEBOP-2020,Dior,historical_secondary_table,PurseBop Dior price increase 2020,https://www.pursebop.com/dior-follows-louis-vuitton-and-chanel-with-price-increases/,,2020-07-09,2026-08-16T17:58:39+08:00,secondary,MEDIUM,2019/2020 US Oblique Saddle table; used as version context only.
SRC-DI-D02-BAGAHOLIC-2024,Dior,historical_secondary_table,Bagaholic Dior Book Tote reference guide 2024,https://lvbagaholic.com/blogs/lv_bagaholic/dior-book-tote-reference-guide,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Small Book Tote Oblique Canvas price and dimensions.
SRC-DI-D02-CURRENT-FR,Dior,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://www.dior.com/fr_fr/fashion/products/M1325OWHP_M900,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-DI-D02-CURRENT-US,Dior,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://www.dior.com/en_us/fashion/products/M1325OWHP_M900,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-DI-D03-BAGAHOLIC-2024,Dior,historical_secondary_table,Bagaholic Dior Book Tote reference guide 2024,https://lvbagaholic.com/blogs/lv_bagaholic/dior-book-tote-reference-guide,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Medium Book Tote Oblique Canvas price and dimensions.
SRC-DI-D03-CURRENT-FR,Dior,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://www.dior.com/fr_fr/fashion/products/M1324OWHP_M51U,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-DI-D03-CURRENT-US,Dior,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://www.dior.com/en_us/fashion/products/M1324OWHP_M51U,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-DI-D03-FIFTHAVENUE-2023,Dior,historical_secondary_table,Fifth Avenue Girl Dior price increase July 2023,https://fifthavenuegirl.com/dior-price-increase-july-2023/,,2023-07-09,2026-08-16T17:58:39+08:00,secondary,MEDIUM,US Medium Book Tote old/new July 2023 prices.
SRC-DI-D03-PURSEBOP-2020,Dior,historical_secondary_table,PurseBop Dior price increase 2020,https://www.pursebop.com/dior-follows-louis-vuitton-and-chanel-with-price-increases/,,2020-07-09,2026-08-16T17:58:39+08:00,secondary,MEDIUM,2019/2020 US Oblique Book Tote table.
SRC-HM-H01-CURRENT-FR,Hermès,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://www.hermes.com/fr/fr/product/sac-hermes-geta-H085408CKAW/,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-HM-H01-CURRENT-US,Hermès,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://www.hermes.com/us/en/product/hermes-geta-bag-H085408CKAW/,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-HM-H01-LUXEFRONT-2022,Hermès,historical_secondary_table,Luxe Front Hermès bag prices,https://luxefront.com/2022/12/02/hermes-bag-prices/,,2022-12-02,2026-08-16T17:58:39+08:00,secondary,MEDIUM,"Page includes 2022 table and January 2023 update; Geta 2023 update reports EUR 5,550."
SRC-HM-H01-PURSEBLOG-US-2024,Hermès,historical_secondary_table,PurseBlog Hermès price increase 2024,https://www.purseblog.com/hermes/hermes-price-increase-2024-its-here-already/,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,"Geta US table reports 2023 USD 5,950 and 2024 USD 6,450."
SRC-HM-H01-PURSEBOP-EU-2024,Hermès,historical_secondary_table,PurseBop confirmed Hermès Europe prices 2024,https://www.pursebop.com/new-confirmed-hermes-prices-in-europe-2024/,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,"Geta Europe table reports 2023 EUR 4,550 and 2024 EUR 4,850."
SRC-HM-H02-CURRENT-FR,Hermès,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://www.hermes.com/fr/fr/product/sac-jypsiere-mini-H088004CC7U/,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-HM-H02-CURRENT-US,Hermès,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://www.hermes.com/us/en/product/jypsiere-mini-toile-and-cuir-bag-H087119CKAD/,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-HM-H02-PURSEBOP-EU-2024,Hermès,historical_secondary_table,PurseBop confirmed Hermès Europe prices 2024,https://www.pursebop.com/new-confirmed-hermes-prices-in-europe-2024/,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,"Mini Jypsiere Europe table reports 2023 EUR 5,500 and 2024 EUR 6,000."
SRC-LV-L01-BAGAHOLIC-2021,Louis Vuitton,historical_secondary_table,Bagaholic Louis Vuitton price increase January 2021,https://lvbagaholic.com/blogs/lv_bagaholic/louis-vuitton-increases-prices-worldwide-in-january-2021,,2021,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Speedy B25 old/new 2021 prices in EUR and USD.
SRC-LV-L01-CURRENT-FR,Louis Vuitton,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-soft-25-lv-crafty-autres-toiles-monogram-nvprod7890058v/M2A038,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-LV-L01-CURRENT-US,Louis Vuitton,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://us.louisvuitton.com/eng-us/products/speedy-bandouliere-25-autres-toiles-monogram-nvprod7890058v/M2A038,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-LV-L01-LUXEFRONT-2022,Louis Vuitton,historical_secondary_table,Luxe Front Louis Vuitton price list,https://luxefront.com/2022/12/13/louis-vuitton-bag-price-list-complete-guide-usd-eur/,,2022-12-13,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Speedy Bandouliere 25 canvas 2022/2023 table.
SRC-LV-L01-PURSEBOP-2024,Louis Vuitton,historical_secondary_table,PurseBop Louis Vuitton global price increase 2024,https://www.pursebop.com/louis-vuitton-global-price-increase-2024/,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Speedy Bandouliere 25 Europe and US 2024 table.
SRC-LV-L02-CURRENT-FR,Louis Vuitton,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-bandouliere-20-monogram-empreinte-nvprod7890054v/M2A099,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-LV-L02-LUXEFRONT-2022,Louis Vuitton,historical_secondary_table,Luxe Front Louis Vuitton price list,https://luxefront.com/2022/12/13/louis-vuitton-bag-price-list-complete-guide-usd-eur/,,2022-12-13,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Speedy Bandouliere 20 empreinte 2022/2023 table.
SRC-LV-L03-BAGAHOLIC-2021,Louis Vuitton,historical_secondary_table,Bagaholic Louis Vuitton price increase January 2021,https://lvbagaholic.com/blogs/lv_bagaholic/louis-vuitton-increases-prices-worldwide-in-january-2021,,2021,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Alma BB canvas old/new 2021 prices in EUR and USD.
SRC-LV-L03-CURRENT-FR,Louis Vuitton,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (FR),https://fr.louisvuitton.com/fra-fr/produits/alma-bb-other-leathers-nvprod7890071v/M3A842,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-LV-L03-CURRENT-US,Louis Vuitton,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://us.louisvuitton.com/eng-us/products/alma-bb-monogram-nvprod5190086v/M46990,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-LV-L03-LUXEFRONT-2022,Louis Vuitton,historical_secondary_table,Luxe Front Louis Vuitton price list,https://luxefront.com/2022/12/13/louis-vuitton-bag-price-list-complete-guide-usd-eur/,,2022-12-13,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Alma BB canvas 2022/2023 table.
SRC-LV-L03-PURSEBOP-2024,Louis Vuitton,historical_secondary_table,PurseBop Louis Vuitton global price increase 2024,https://www.pursebop.com/louis-vuitton-global-price-increase-2024/,,2024,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Alma BB 2024 table.
SRC-LV-L04-BAGAHOLIC-2021,Louis Vuitton,historical_secondary_table,Bagaholic Louis Vuitton price increase January 2021,https://lvbagaholic.com/blogs/lv_bagaholic/louis-vuitton-increases-prices-worldwide-in-january-2021,,2021,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Neverfull MM old/new 2021 prices in EUR and USD.
SRC-LV-L04-CURRENT-US,Louis Vuitton,official_current_product_page,Official localized current product page captured in supplied 2026 current dataset (US),https://us.louisvuitton.com/eng-us/products/neverfull-mm-monogram-nvprod5350101v/M46987,,2026-08-15,2026-08-16T17:58:39+08:00,primary,HIGH,Current 2026 anchor inherited from the supplied official localized product-page capture; not reinterpreted as a historical source.
SRC-LV-L04-LUXEFRONT-2022,Louis Vuitton,historical_secondary_table,Luxe Front Louis Vuitton price list,https://luxefront.com/2022/12/13/louis-vuitton-bag-price-list-complete-guide-usd-eur/,,2022-12-13,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Neverfull MM canvas 2022/2023 table.
SRC-LV-L04-PETITEINPARIS-2023,Louis Vuitton,historical_secondary_table,Petite in Paris Neverfull price guide,https://petiteinparis.com/is-the-louis-vuitton-neverfull-worth-the-price/,,2023,2026-08-16T17:58:39+08:00,secondary,MEDIUM,Neverfull MM Monogram 2023 price in US and Europe.
SRC-SUPP-CH-FR-A37586B2374694305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/A37586B2374694305/sac-2-55-agneau-metal-dore/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-A37586B2374694305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/A37586B2374694305/2-55-handbag-lambskin-gold-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-A37586Y04634C3906,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/A37586Y04634C3906/sac-2-55-veau-vieilli-metal-dore/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-A37586Y04634C3906,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/A37586Y04634C3906/2-55-handbag-aged-calfskin-gold-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-A67085Y0995394305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/A67085Y0995394305/petit-sac-boy-chanel-veau-metal-finition-ruthenium/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-A67085Y0995394305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/A67085Y0995394305/small-boy-chanel-handbag-calfskin-ruthenium-finish-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-A67086Y0995394305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/A67086Y0995394305/sac-boy-chanel-veau-metal-finition-ruthenium/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-A67086Y0995394305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/A67086Y0995394305/boy-chanel-handbag-calfskin-ruthenium-finish-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AS1160B0485294305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AS1160B0485294305/sac-chanel-19-agneau-brillant-metal-dore-argente-finition-ruthenium/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AS1160B0485294305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AS1160B0485294305/chanel-19-handbag-shiny-lambskin-gold-tone-silver-tone-ruthenium-finish-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AS1161B0485294305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AS1161B0485294305/grand-sac-chanel-19-agneau-brillant-metal-dore-argente-finition-ruthenium/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AS1161B0485294305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AS1161B0485294305/chanel-19-large-handbag-shiny-lambskin-gold-tone-silver-tone-ruthenium-finish-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AS3980B1905994305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AS3980B1905994305/mini-sac-chanel-22-veau-brillant-metal-dore/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AS3980B1905994305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AS3980B1905994305/chanel-22-mini-handbag-shiny-calfskin-gold-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AS3261B1905994305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AS3261B1905994305/sac-chanel-22-veau-brillant-metal-dore/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AS3261B1905994305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AS3261B1905994305/chanel-22-handbag-shiny-calfskin-gold-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AS5631B2030410601,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AS5631B2030410601/mini-sac-chanel-25-veau-graine-metal-dore/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AS5631B2030410601,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AS5631B2030410601/chanel-25-mini-handbag-grained-calfskin-gold-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AS5311B2030494305,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AS5311B2030494305/moyen-sac-chanel-25-veau-graine-metal-dore/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AS5311B2030494305,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AS5311B2030494305/chanel-25-medium-handbag-grained-calfskin-gold-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-FR-AP4241Y01480C3906,Chanel,official_product_page,CHANEL FR official product page (manual fallback),https://www.chanel.com/fr/mode/p/AP4241Y01480C3906/wallet-on-chain-classique-agneau-metal-argente/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
SRC-SUPP-CH-US-AP4241Y01480C3906,Chanel,official_product_page,CHANEL US official product page (manual fallback),https://www.chanel.com/us/fashion/p/AP4241Y01480C3906/classic-wallet-on-chain-lambskin-silver-tone-metal/,,,2026-09-07,primary,high_with_access_limit,Local Playwright/curl access was blocked; fields transcribed from official page content returned by the web search fallback. No access-control bypass used.
